index,Station,Date,Tavg,PrecipTotal,StnPressure,ResultDir,AvgSpeed,Sunlight,MIFG,TS,SQ,GR,VCFG,FG+,SN,FG,VCTS,BCFG,BR,RA,FU,DZ,TSRA,HZ
1392,1,2010-09-22,68.5,0.0,29.31,6,6.0,12.166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,2,2010-09-22,69.5,0.0,29.38,8,5.2,12.166666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1394,1,2010-09-23,77.0,0.0,29.15,20,17.1,12.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,2,2010-09-23,78.0,0.0,29.21,21,14.9,12.133333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1396,1,2010-09-24,68.0,0.26,29.18,25,17.3,12.083333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1397,2,2010-09-24,68.0,0.2,29.24,25,16.6,12.083333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1398,1,2010-09-25,56.0,0.0,29.4,36,8.9,12.033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,2,2010-09-25,56.0,0.0,29.45,36,9.5,12.033333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1400,1,2010-09-26,55.0,0.0,29.4,2,10.1,11.983333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1401,2,2010-09-26,56.0,0.05,29.45,2,11.8,11.983333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1402,1,2010-09-27,56.5,0.0,29.18,2,4.9,11.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,2,2010-09-27,56.0,0.01,29.24,7,2.7,11.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1404,1,2010-09-28,58.5,0.0,29.07,2,3.7,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,2,2010-09-28,58.0,0.0,29.13,6,3.7,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,1,2010-09-29,63.5,0.0,29.09,22,5.7,11.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,2,2010-09-29,63.0,0.0,29.15,21,5.5,11.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,1,2010-09-30,63.0,0.0,29.23,36,9.3,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,2,2010-09-30,64.0,0.0,29.29,1,10.1,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,1,2010-10-01,60.5,0.08,29.31,29,6.2,11.766666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1411,2,2010-10-01,61.5,0.02,29.38,28,5.6,11.766666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1412,1,2010-10-02,51.0,0.26,29.47,36,15.4,11.716666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1413,2,2010-10-02,50.5,0.25,29.52,36,17.8,11.716666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1414,1,2010-10-03,49.0,0.08,29.64,1,11.3,11.666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1415,2,2010-10-03,50.0,0.01,29.68,36,11.0,11.666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1416,1,2010-10-04,49.0,0.0,29.65,2,3.6,11.616666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,2,2010-10-04,50.0,0.0,29.7,3,4.4,11.616666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,1,2010-10-05,53.5,0.0,29.59,32,3.5,11.566666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,2,2010-10-05,53.0,0.0,29.65,36,2.7,11.566666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,1,2010-10-06,62.0,0.0,29.33,28,7.9,11.516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,2,2010-10-06,61.5,0.0,29.39,27,7.3,11.516666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,1,2010-10-07,62.5,0.0,29.36,30,6.2,11.483333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,2,2010-10-07,62.5,0.0,29.42,31,4.5,11.483333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,1,2010-10-08,63.5,0.0,29.31,24,7.3,11.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,2,2010-10-08,64.0,0.0,29.37,24,7.1,11.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,1,2010-10-09,70.5,0.0,29.25,24,3.6,11.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,2,2010-10-09,71.5,0.0,29.31,24,4.2,11.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,1,2010-10-10,70.5,0.0,29.16,25,4.1,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,2,2010-10-10,71.5,0.0,29.23,25,3.9,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,1,2010-10-11,68.0,0.0,29.12,3,4.0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,2,2010-10-11,69.0,0.0,29.18,34,4.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,1,2010-10-12,64.0,0.0,29.21,6,3.9,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,2,2010-10-12,65.0,0.0,29.26,6,5.0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,1,2010-10-13,56.5,0.1,29.35,35,8.6,11.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1435,2,2010-10-13,55.5,0.26,29.4,36,8.3,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1436,1,2010-10-14,54.5,0.0,29.21,27,9.2,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,2,2010-10-14,54.5,0.0,29.28,27,8.0,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,1,2010-10-15,53.5,0.0,29.34,1,8.1,11.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,2,2010-10-15,54.5,0.0,29.4,36,9.2,11.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,1,2010-10-16,55.5,0.0,29.31,23,9.1,11.066666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1441,2,2010-10-16,57.5,0.0,29.38,22,7.1,11.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,1,2010-10-17,56.0,0.0,29.35,1,5.4,11.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,2,2010-10-17,56.0,0.0,29.41,3,5.3,11.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,1,2010-10-18,52.0,0.0,29.29,4,6.2,10.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,2,2010-10-18,52.5,0.0,29.35,5,5.6,10.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,1,2010-10-19,49.5,0.0,29.23,27,7.2,10.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,2,2010-10-19,50.5,0.0,29.29,28,6.4,10.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,1,2010-10-20,57.0,0.0,29.03,26,12.1,10.883333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,2,2010-10-20,58.0,0.0,29.09,26,12.2,10.883333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,1,2010-10-21,47.0,0.0,29.25,30,10.0,10.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,2,2010-10-21,48.5,0.0,29.31,30,8.8,10.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,1,2010-10-22,48.5,0.02,29.34,21,6.5,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,2,2010-10-22,51.0,0.01,29.41,21,5.1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,1,2010-10-23,59.5,0.1,29.2,21,11.4,10.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1455,2,2010-10-23,60.5,0.21,29.26,20,10.3,10.75,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1456,1,2010-10-24,63.0,0.05,28.98,21,9.6,10.716666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1457,2,2010-10-24,65.0,1.01,29.05,20,8.5,10.716666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1458,1,2010-10-25,64.0,0.0,28.74,19,12.4,10.666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1459,2,2010-10-25,64.5,0.01,28.8,19,10.7,10.666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1460,1,2010-10-26,62.0,0.24,28.55,21,26.3,10.616666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1461,2,2010-10-26,62.5,0.4,28.63,21,21.4,10.616666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1462,1,2010-10-27,54.0,0.0,28.92,24,23.2,10.583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,2,2010-10-27,54.0,0.0,29.0,25,22.1,10.583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,1,2010-10-28,42.5,0.0,29.43,28,14.1,10.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,2,2010-10-28,42.5,0.0,29.49,28,15.2,10.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,1,2010-10-29,40.5,0.0,29.48,24,8.9,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,2,2010-10-29,41.5,0.0,29.55,24,7.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,1,2010-10-30,52.5,0.0,29.14,25,13.3,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,2,2010-10-30,52.0,0.0,29.21,24,13.3,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,1,2010-10-31,44.0,0.0,29.49,1,6.9,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,2,2010-10-31,45.5,0.0,29.55,3,9.9,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,1,2011-05-01,55.0,0.0,29.26,26,11.9,14.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,2,2011-05-01,58.0,0.0,29.32,26,11.6,14.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,1,2011-05-02,50.5,0.0,29.46,36,9.9,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,2,2011-05-02,51.5,0.0,29.52,36,9.9,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,1,2011-05-03,43.5,0.0,29.5,3,7.6,14.083333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1477,2,2011-05-03,44.5,0.0,29.56,2,8.7,14.083333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1478,1,2011-05-04,48.0,0.0,29.63,3,7.6,14.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,2,2011-05-04,47.0,0.0,29.7,3,7.3,14.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,1,2011-05-05,49.0,0.06,29.33,20,11.5,14.166666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1481,2,2011-05-05,51.5,0.1,29.4,19,10.9,14.166666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1482,1,2011-05-06,56.0,0.0,29.11,28,7.8,14.216666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1483,2,2011-05-06,57.0,0.0,29.18,27,9.3,14.216666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1484,1,2011-05-07,51.5,0.0,29.13,5,6.9,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,2,2011-05-07,53.0,0.0,29.18,5,7.9,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,1,2011-05-08,53.5,0.0,29.27,6,7.2,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,2,2011-05-08,56.0,0.0,29.33,6,7.8,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,1,2011-05-09,60.0,0.0,29.15,11,14.7,14.333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1489,2,2011-05-09,62.5,0.0,29.21,12,15.6,14.333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,1,2011-05-10,76.0,0.0,29.0,14,8.6,14.366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,2,2011-05-10,77.5,0.0,29.06,17,8.6,14.366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1492,1,2011-05-11,75.0,0.13,29.1,14,6.6,14.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1493,2,2011-05-11,77.5,0.28,29.16,14,6.4,14.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1494,1,2011-05-12,72.0,0.29,29.08,19,8.1,14.433333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1495,2,2011-05-12,75.0,0.02,29.13,19,7.4,14.433333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1496,1,2011-05-13,62.0,0.02,29.0,3,11.0,14.466666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1497,2,2011-05-13,62.0,0.01,29.07,1,11.5,14.466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,1,2011-05-14,49.0,0.31,29.01,2,16.9,14.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1499,2,2011-05-14,48.5,0.43,29.05,1,17.2,14.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1500,1,2011-05-15,43.5,0.31,29.15,2,21.4,14.533333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1501,2,2011-05-15,45.0,0.37,29.19,1,18.9,14.533333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1502,1,2011-05-16,44.5,0.0,29.28,2,13.9,14.566666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,2,2011-05-16,46.5,0.0,29.34,1,14.1,14.566666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,1,2011-05-17,50.0,0.0,29.21,3,12.7,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,2,2011-05-17,50.0,0.0,29.27,2,13.6,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,1,2011-05-18,53.0,0.07,29.16,2,7.1,14.633333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1507,2,2011-05-18,55.5,0.03,29.21,1,7.0,14.633333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1508,1,2011-05-19,60.5,0.0,29.29,2,5.8,14.666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1509,2,2011-05-19,61.5,0.0,29.36,2,5.0,14.666666666666666,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1510,1,2011-05-20,61.5,0.0,29.3,6,6.0,14.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1511,2,2011-05-20,61.0,0.0,29.36,7,6.2,14.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1512,1,2011-05-21,62.5,0.01,29.13,15,8.1,14.733333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1513,2,2011-05-21,63.5,0.0,29.2,15,9.0,14.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1514,1,2011-05-22,74.0,0.58,28.95,19,11.4,14.766666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1515,2,2011-05-22,76.5,0.12,29.02,18,11.6,14.766666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1516,1,2011-05-23,69.5,0.0,28.92,25,11.3,14.783333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,2,2011-05-23,72.5,0.0,28.98,24,12.5,14.783333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,1,2011-05-24,56.5,0.11,29.15,4,12.4,14.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,2,2011-05-24,58.5,0.01,29.21,3,11.5,14.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,1,2011-05-25,57.0,2.24,28.92,3,11.7,14.85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1521,2,2011-05-25,62.0,1.9,28.97,3,10.1,14.85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1522,1,2011-05-26,46.0,1.06,29.15,2,17.8,14.883333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1523,2,2011-05-26,46.5,0.61,29.19,1,18.9,14.883333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1524,1,2011-05-27,49.0,0.0,29.21,5,8.7,14.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1525,2,2011-05-27,50.0,0.01,29.27,4,8.0,14.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1526,1,2011-05-28,56.5,0.12,29.1,18,6.7,14.916666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1527,2,2011-05-28,58.0,0.23,29.16,18,5.8,14.916666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
1528,1,2011-05-29,61.0,1.88,29.16,11,5.7,14.933333333333334,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1529,2,2011-05-29,64.5,0.92,29.23,11,6.6,14.933333333333334,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1530,1,2011-05-30,72.0,0.0,29.26,20,12.8,14.966666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,2,2011-05-30,77.5,0.0,29.33,19,11.6,14.966666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,1,2011-05-31,77.0,0.08,29.34,22,13.2,14.983333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,2,2011-05-31,78.5,0.0,29.41,22,13.2,14.983333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1534,1,2011-06-01,70.0,0.0,29.44,27,10.5,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,2,2011-06-01,72.5,0.0,29.51,26,11.5,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,1,2011-06-02,62.5,0.02,29.45,6,9.4,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1537,2,2011-06-02,63.0,0.0,29.51,6,9.6,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1538,1,2011-06-03,71.0,0.01,29.31,17,11.5,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,2,2011-06-03,72.5,0.18,29.37,16,10.6,15.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1540,1,2011-06-04,78.0,0.18,29.31,26,8.5,15.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1541,2,2011-06-04,79.0,0.5,29.38,26,8.1,15.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,1,2011-06-05,72.5,0.0,29.36,7,5.4,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2,2011-06-05,73.5,0.01,29.41,8,5.0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,1,2011-06-06,76.5,0.0,29.15,20,9.7,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,2,2011-06-06,78.0,0.0,29.22,20,8.6,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,1,2011-06-07,85.5,0.0,29.11,23,10.6,15.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,2,2011-06-07,86.5,0.0,29.18,23,10.1,15.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,1,2011-06-08,80.5,0.17,29.13,24,13.4,15.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1549,2,2011-06-08,81.5,0.69,29.2,23,12.1,15.133333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1550,1,2011-06-09,59.5,0.93,29.28,4,12.5,15.15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1551,2,2011-06-09,60.5,2.17,29.34,4,12.0,15.15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1552,1,2011-06-10,60.0,0.52,29.21,3,8.0,15.166666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1553,2,2011-06-10,61.0,0.44,29.26,1,7.5,15.166666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1554,1,2011-06-11,57.0,0.03,29.24,5,5.7,15.166666666666666,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
1555,2,2011-06-11,59.0,0.1,29.29,2,5.8,15.166666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
1556,1,2011-06-12,57.0,0.0,29.38,3,8.9,15.183333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1557,2,2011-06-12,57.5,0.0,29.44,2,9.9,15.183333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,1,2011-06-13,63.0,0.0,29.39,6,7.8,15.183333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,2,2011-06-13,63.5,0.0,29.44,6,8.7,15.183333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,1,2011-06-14,65.0,0.0,29.25,9,8.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,2,2011-06-14,67.5,0.0,29.31,9,8.3,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,1,2011-06-15,64.0,0.8,29.0,15,11.2,15.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1563,2,2011-06-15,64.5,0.84,29.07,16,11.2,15.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1564,1,2011-06-16,71.0,0.04,29.05,29,7.5,15.216666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1565,2,2011-06-16,71.5,0.03,29.12,26,9.1,15.216666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1566,1,2011-06-17,71.0,0.0,29.13,6,6.6,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,2,2011-06-17,73.0,0.0,29.18,7,6.2,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,1,2011-06-18,72.5,0.0,29.1,6,6.4,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,2,2011-06-18,73.0,0.0,29.16,8,6.4,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,1,2011-06-19,72.0,0.0,29.03,11,5.2,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,2,2011-06-19,74.0,0.0,29.08,14,4.9,15.233333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1572,1,2011-06-20,72.0,0.18,29.01,16,8.1,15.233333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1573,2,2011-06-20,74.5,1.23,29.07,16,9.5,15.233333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1574,1,2011-06-21,77.5,0.45,28.92,18,12.1,15.233333333333333,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1575,2,2011-06-21,79.0,0.08,28.98,18,11.8,15.233333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1576,1,2011-06-22,68.5,0.02,28.89,21,13.4,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1577,2,2011-06-22,70.5,0.02,28.95,21,13.4,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,1,2011-06-23,66.5,0.01,28.9,26,12.7,15.233333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1579,2,2011-06-23,67.5,0.05,28.96,26,13.5,15.233333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1580,1,2011-06-24,64.0,0.0,29.08,29,9.6,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,2,2011-06-24,64.0,0.0,29.13,29,8.7,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,1,2011-06-25,68.5,0.0,29.21,10,4.6,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,2,2011-06-25,69.5,0.0,29.28,9,5.8,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1584,1,2011-06-26,69.0,0.0,29.23,9,6.9,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,2,2011-06-26,72.0,0.0,29.28,9,7.0,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,1,2011-06-27,73.0,0.03,29.08,21,10.8,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1587,2,2011-06-27,73.5,0.14,29.15,21,9.2,15.216666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1588,1,2011-06-28,72.0,0.0,29.28,30,9.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,2,2011-06-28,73.0,0.0,29.34,30,8.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,1,2011-06-29,70.0,0.0,29.35,8,5.4,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,2,2011-06-29,71.5,0.0,29.41,8,5.9,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,1,2011-06-30,74.0,0.0,29.28,17,9.4,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,2,2011-06-30,77.5,0.03,29.34,16,10.6,15.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
